,quote,class,good_or_bad
8076,لغش يفد شيئ فهو خدع مرة وحد,الغشُ,0
8077,فعل روء اهل خدع لغش ارض نفق,الغشُ,0
8078,خدع وغش فقط مكن طلق خدع نفس وغش,الغشُ,0
8079,وقت لغش خدع علم صبح قول حقق عمل ثور,الغشُ,0
8080,عند حذر خطئ نقع فرس لغش خدع,الغشُ,0
8081,يئس ورع خدع وغش نفس بأن وجد مفر يأس,الغشُ,0
8082,لغش خدع شيم حمقى يمل عقل كاف يكو صرحاء,الغشُ,0
8083,اثب احد انن خطئ طاع يري خطئ فكر صرف فسف اغر نفس بكل سرر بحث حقق حقق تضر بأي قط ضرر حقق ففي عنا صرر جهل خدع ذات وغش حول بأن عرف جهل,الغشُ,0
8084,كلم زيج صدق كذب سكت صدق غش لذلك سكت ناس كلم,الغشُ,0
8085,كذب خدع لغش حفر سقط قئد احد سقط ثقة قلب تبع,الغشُ,0
8086,نفق خلص كانت خصل نهن كانت خصب نفق يدع ئمن خان حدث كذب عهد غدر خصم فجر,الغشُ,0
8087,سهل كذب شبب وغش لأن عجل امل,الغشُ,0
8088,غرب بسط انن احا تعر كذب خدع أضح مم يظن ني عرف ني كذب علي وخ,الغشُ,0
8089,نفق حقق در داع وغش لأن كذب صدق,الغشُ,0
8090,مكو نات خبث لؤم وخس كذب وغش,الغشُ,0
8091,كذب وضع بشر كلم رغب نية وفي قول زور هدف غش جرك إيذائ,الغشُ,0
8092,ودع سرك منة فنح زمن لغش خدع,الغشُ,0
8093,شرك فكر خلق وعا جمع كلم منة نظر شرك تغش حول,الغشُ,0
8094,بغر منة شر جهل ذكء صحب صدق لهج نكب عقل,الغشُ,0
8095,خلص منة عدت افق عنى لهذ كلم لأن عقل سمم حول غش خدع,الغشُ,0
8096,فضل منة وفء عهد عدم لغش,الغشُ,0
8097,امن يغر فكر نسب حقق غشش يغر حقق لءم فكر,الغشُ,0
8098,منة فصل كتب حكم,الغشُ,0
8099,شرف امي لأن ناس سحق شرف منة لأن سحق لغش خين,الغشُ,0
8100,ادء منة فتح رزق لغش غلق بوب رزق,الغشُ,0
8101,منة فة يت الم ؤم نين فم الص عب نجد ؤم يت خين لغش,الغشُ,0
8102,منة فطر يت ؤمن تعم دين عرف دين قائ عليها فلغ خين اح كبر حرم الم سل خول الج فسو حاس الل على خائ سبا عسر خين وغ سوء كانت قول فعل,الغشُ,0
8103,حكم أمثال غدر,الغدرُ ونقض العهدُ,0
8104,قول حكم خين غدر,الغدرُ ونقض العهدُ,0
8105,مرة هزم غدر قتل,الغدرُ ونقض العهدُ,0
8106,خين زدهر لأن زدهر فلن جرؤ سمت خين,الغدرُ ونقض العهدُ,0
8107,خلص طلب طلب جدء ومه لحب يكن حلة عفي فهو حيل دئم شهة خين قمع خين نوع اخر,الغدرُ ونقض العهدُ,0
8108,صدق صدق منة أكذب كذب خين,الغدرُ ونقض العهدُ,0
8109,صعب الم رسم ضحك شفه دخل نحب جمل حول فرح حزن يبن حضر صدر صعب الم تثق لحب زمن غدر تثق حية زمن شقء تثق صوت زمن صمت جرم,الغدرُ ونقض العهدُ,0
8110,قال ذر عاو بن ابي سفي رآه يبن قصر بذج الك فهو سرف مال امة فهي خين,الغدرُ ونقض العهدُ,0
8111,خين هوء دلف نزل جرد فتح باب,الغدرُ ونقض العهدُ,0
8112,بشع تخن صدق بشع تجد خين سهل,الغدرُ ونقض العهدُ,0
8113,نقد خين خين تزي قبح صفق خطء,الغدرُ ونقض العهدُ,0
8114,حذر خين فرح فخي قسي,الغدرُ ونقض العهدُ,0
8115,حرب انس شرس وشد لوج نظر عرف عنه شيئ خين ذهن بعن,الغدرُ ونقض العهدُ,0
8116,وهل خين هرب فرد لغة قلب صحح طير شكل تقع,الغدرُ ونقض العهدُ,0
8117,خين نسى,الغدرُ ونقض العهدُ,0
8118,خشه صبح غدر وجه نظر,الغدرُ ونقض العهدُ,0
8119,خين جرم دفع ثمن قرف,الغدرُ ونقض العهدُ,0
8120,حرف غدر أحترف غفر,الغدرُ ونقض العهدُ,0
8121,ضيع منة ورض خين فقد برأ دين,الغدرُ ونقض العهدُ,0
8122,خين موت سمح بتة فرق,الغدرُ ونقض العهدُ,0
8123,غدر يكر جمع,الغدرُ ونقض العهدُ,0
8124,تول بهج دنا فكل جدد خلق وخن ناس فما ادر اثق,الغدرُ ونقض العهدُ,0
8125,تأم امر خان امر ناس وجه خو انا,الغدرُ ونقض العهدُ,0
8126,نكر جمل خين سرف منة,الغدرُ ونقض العهدُ,0
8127,خان وطن وبع بلد سرق مال ابه طعم لصص ابه سمح للص كفئ,الغدرُ ونقض العهدُ,0
8128,اعل رمي يوم فلم شتد سعد رما وكم علم نظم قفي فلم قال قفي هجا اعل فتو وقت فلم طر شرب جفا,الغدرُ ونقض العهدُ,0
8129,غدر خين نشآ ثقة,الغدرُ ونقض العهدُ,0
8130,خين نجح لأن نجح نعط اسم اخر,الغدرُ ونقض العهدُ,0
8131,لحب حمل موت بعد حمل غدر خين,الغدرُ ونقض العهدُ,0
8132,فرق خين ضمر وخي وقع نفذ,الغدرُ ونقض العهدُ,0
8133,يف عهد عها فبت عقد بأن ارض يخن,الغدرُ ونقض العهدُ,0
8134,غدر شخص مر فهذ ذنب غدر مرت فهذ ذنب,الغدرُ ونقض العهدُ,0
8135,خير عيش تخن وقت تغل دده,الغدرُ ونقض العهدُ,0
8136,ؤلم خين نجح جرؤ سمت خين,الغدرُ ونقض العهدُ,0
8137,خئن اليوم شنق شنق اخر,الغدرُ ونقض العهدُ,0
8138,يبء خسر بئع لعز غنى أخسر شري غدر وفا,الغدرُ ونقض العهدُ,0
8139,غدر لخل ا كفل يوم وفء غدر ناس,الغدرُ ونقض العهدُ,0
8140,خين غسل خطئ دمع ندم,الغدرُ ونقض العهدُ,0
8141,اد منة خين جنب عدل ظلم يطب كسب,الغدرُ ونقض العهدُ,0
8142,وسء ظن ادن دعي لأن يخن ؤتم,الغدرُ ونقض العهدُ,0
8143,يخن قربى ررا ورب وفي عهد نسب خير قربى لغر نفع صدق تزل عتب حسب فتى نصح وفه منه يؤذ سلم صحب,الغدرُ ونقض العهدُ,0
8144,خير خل يخن خلل يلق ودة جفا,الغدرُ ونقض العهدُ,0
8145,يخن ادى منة فلم ترع يوم بقل فعل أحس شئت ارض اسء فإن جزى حذك نعل نعل,الغدرُ ونقض العهدُ,0
8146,كثر شكك فإن دعو خين,الغدرُ ونقض العهدُ,0
8147,يقف كتف ايد رغم يمس عصا ذرع,الغدرُ ونقض العهدُ,0
8148,غدر حطم قلب نزع روح سعد حية,الغدرُ ونقض العهدُ,0
8149,ؤسف بحث شيء جمل صدق عصر خين,الغدرُ ونقض العهدُ,0
8150,صعب مرء وقع غدر خين يكن قدر اتي مثل,الغدرُ ونقض العهدُ,0
8151,كنت تحب صدق حق خذل لأن خذل خين بصغ خلف,الغدرُ ونقض العهدُ,0
8152,قمة غدر خين تدر ظهر شخص عند تكون أمس حجة اله,الغدرُ ونقض العهدُ,0
8153,تجد يصن حول تصن نفس,الغدرُ ونقض العهدُ,0
8154,وجع خين لأن تأت وثق,الغدرُ ونقض العهدُ,0
8155,حمل غدر خلف وعد لذم حمد,الغدرُ ونقض العهدُ,0
8156,جرب صدق تثق,الغدرُ ونقض العهدُ,0
8157,طعن خلف علم انك قدم,الغدرُ ونقض العهدُ,0
8158,صدق ذئب يكون فأس عدا,الغدرُ ونقض العهدُ,0
8159,كفأ ناس مكر كوفئ نهم غدر,الغدرُ ونقض العهدُ,0
8160,خين غفر نسى,الغدرُ ونقض العهدُ,0
8161,نكر جمل خين شرف منة,الغدرُ ونقض العهدُ,0
8162,كفى مرء خين يكون امي خون,الغدرُ ونقض العهدُ,0
8163,فأن مرؤ ئمن خائ فخن وإم قلت قول بلا فأن امر بين نزل خين اثم خطب رجل وشى زيد بن ابه,الغدرُ ونقض العهدُ,0
8164,خين تقع صبح فكر,الغدرُ ونقض العهدُ,0
8165,لقد علم حية كتب راب كلم أكثر شفف يكون خين,الغدرُ ونقض العهدُ,0
8166,قول حكم غدر,الغدرُ ونقض العهدُ,0
8167,حكم خين,الغدرُ ونقض العهدُ,0
8168,وفء شيم كرم غدر صفت لئم,الغدرُ ونقض العهدُ,0
8169,غدر صفت قتل نسب شخص قرب انس غدر جعل وثق طلق,الغدرُ ونقض العهدُ,0
8170,عمل ناس مكر عمل معه غدر,الغدرُ ونقض العهدُ,0
8171,خين غفر نسى,الغدرُ ونقض العهدُ,0
8172,ناس خين يعط ظهر وأن حجة قبض يده,الغدرُ ونقض العهدُ,0
8173,بشع تخن صدق بشع تجد خين سهل,الغدرُ ونقض العهدُ,0
8174,خئن خلق نفس عذر عذر قنع نفس بأن فعل صوب,الغدرُ ونقض العهدُ,0
8175,لحب زهر جمل وفء قطر ندى عليها خين حذء بغض يدس ورد سحق,الغدرُ ونقض العهدُ,0
8176,سأل خين فأن عقد كلم قدر وصف,الغدرُ ونقض العهدُ,0
8177,رجو قنعو بأي شيء خين لأن حطم قلب نزع حية حشء روح,الغدرُ ونقض العهدُ,0
8178,كنت تحب صدق خذل لأن خذل خين طرق خلف,الغدرُ ونقض العهدُ,0
8179,خنت قلب حدث لحب لأن لحب برء خون,الغدرُ ونقض العهدُ,0
8180,مرة هزم خين قتل,الغدرُ ونقض العهدُ,0
8181,حذر خين فرح فخي قسي,الغدرُ ونقض العهدُ,0
8182,يمكن خين نسى,الغدرُ ونقض العهدُ,0
8183,خشى خشه صبح خين وجه نظر,الغدرُ ونقض العهدُ,0
8184,خين جرم دفع ثمن قترفو,الغدرُ ونقض العهدُ,0
8185,ضيع منة ورض خين فقد برأ دين,الغدرُ ونقض العهدُ,0
8186,خين موت سمح بتة فرق,الغدرُ ونقض العهدُ,0
8187,خئن يكر جمع,الغدرُ ونقض العهدُ,0
8188,نكر جمل خين,الغدرُ ونقض العهدُ,0
8189,خين نشأ ثقة,الغدرُ ونقض العهدُ,0
8190,لحب حمل موت بعد حمل الش خين,الغدرُ ونقض العهدُ,0
8191,تطع كذب يدر حول ارض نظر لبس حقق حذء,الغدرُ ونقض العهدُ,0
8192,فرق خين ضمر وخي وقع نفذ,الغدرُ ونقض العهدُ,0
8193,يف عهد عها فبت عقد بأن ارض يخن,الغدرُ ونقض العهدُ,0
8194,خنك شخص مر فهذ ذنب خنك مرت فهذ ذنب,الغدرُ ونقض العهدُ,0
8195,خين حد ذات يتة حقر,الغدرُ ونقض العهدُ,0
8196,ؤلم خين نجح جرؤ سمت خين,الغدرُ ونقض العهدُ,0
8197,خئن اليوم شنق شنق اخر,الغدرُ ونقض العهدُ,0
8198,خين غسل خطئ دمع ندم,الغدرُ ونقض العهدُ,0
8199,وسء ظن ادن دعي لأن يخن ؤتم,الغدرُ ونقض العهدُ,0
8200,خير خل يخن خلل يلق ودة جفا,الغدرُ ونقض العهدُ,0
8201,كثر شكك فإن دعو خين,الغدرُ ونقض العهدُ,0
8202,جرب صدق تثق,الغدرُ ونقض العهدُ,0
8203,صدق ذئب يكون فأس عدا,الغدرُ ونقض العهدُ,0
8204,خين غفر نسى,الغدرُ ونقض العهدُ,0
8205,خين تقع صبح فكر,الغدرُ ونقض العهدُ,0
8206,خان وطن وبع بلد سرق مال ابه طعم لصص ابه سمح للص كفئ,الغدرُ ونقض العهدُ,0
8207,اعل رمي يوم فلم شتد سعد رما وكم علم نظم قفي فلم قال قفي هجا,الغدرُ ونقض العهدُ,0
8208,قول حكم فؤل,العبوسُ,0
8209,عبر جمل فؤل,العبوسُ,0
8210,نظر بعن فؤل وجد لرأ جمل شئع ذرت,العبوسُ,0
8211,فؤل منح هدء عصب حرج اوق,العبوسُ,0
8212,حدا علم عست سعد الم رحت رضي شفت فقر اتغ فشل نجح,العبوسُ,0
8213,رب ضرة نفع,العبوسُ,0
8214,ألم وضع الحالي بلد نظر مستقبلية نظر فؤل قبل فضل شاء الل ولد جنن الم,العبوسُ,0
8215,قلب يبل يعش طول,العبوسُ,0
8216,فائل نظر عين شائم نظر قدم,العبوسُ,0
8217,علل نفس امل رقب اضق عيش فسح امل,العبوسُ,0
8218,ثقة نفس فؤل خير عدي ويا نعم عدى,العبوسُ,0
8219,قم بجب أكثر قلل وسأ قبل نفس,العبوسُ,0
8220,وث قتي نفس نهي امر ثقة انس ان وبمقدرته جوز ذته على صلح تحو على عرف حدد فهي ثقة ينت عنه غرر وخ يلء عزز انس ومقدراته,العبوسُ,0
8221,حفظ بابتسامة جذب وجه تكن شعر انك ترد بسم ظهر بسم عقل بطن تطع فرق شيء حقق شيء حقق على فضل قرر بسم باستمرار,العبوسُ,0
8222,فؤل فن صنع نفس وثق فرج الل,العبوسُ,0
8223,حية بدن حب فؤل عبر حية,العبوسُ,0
8224,نشر روح امل فؤل ناس وعش ايت قرآ حاديث نبي طمئ قلب بشر قبل وعد لهذ امة وإا حبط محب طين غي رون يئس نصر,العبوسُ,0
8225,فؤل ايم يؤد جاز شيء يمكن يتم امل ثقة,العبوسُ,0
8226,ثقة بلل زكى امل وكل وفى عمل,العبوسُ,0
8227,تبك ذهب شمس دمع حجب عنك رؤة نجم,العبوسُ,0
8228,بدل ان تلع ظلم وقد شمع,العبوسُ,0
8229,امل علق نطق,العبوسُ,0
8230,عقل قوي دئم امل ولد دائ بعث امل,العبوسُ,0
8231,صوت همس باذ باستمرار اكد سمع يقل ظلم ليل يطل,العبوسُ,0
8232,احا غلق الل سبح على امم ببا فتح ببا اخر فضل عظم ناس يضع ركز وقت وطق نظر باب غلق بدل باب امل فتح ممه صرع,العبوسُ,0
8233,امل عظم صنع شخص عظماء,العبوسُ,0
8234,حسن صدق أخذو منك مهم مهم فعل بقى لدك,العبوسُ,0
8235,مهم حدث مهم فعل حدث,العبوسُ,0
8236,قلب شتء ربع نبض ورء ليل فجر بسم,العبوسُ,0
8237,يأس حية حية يأس,العبوسُ,0
8238,انه حمق يطر يأس انس وفي عقد يأس نفس خطئ ولس وثق انن فكر يأس اؤم حية فرد يعش فكر يأس دعهم فكر لقد خلق لتك صيد عظي,العبوسُ,0
8239,شرخ شيء هكذ دخل نور,العبوسُ,0
8240,ذمر لأن ورد شوك وهن فئل لان شوك ورد,العبوسُ,0
8241,اذا شعر شؤم أمل ورد,العبوسُ,0
8242,منح يوم فرص لأن يكون جمل ايم حيت,العبوسُ,0
8243,فرق نظر سلم نظر شؤم سلم نظر حية نبغ تكون شؤم فإن نظر حية,العبوسُ,0
8244,شائم حمق يرى ضوء عين لكن صدق,العبوسُ,0
